image_name,tags
test_30463,clear primary
test_30464,primary haze
test_30465,primary haze
test_30466,clear cultivation agriculture primary
test_30467,clear agriculture primary road
test_30468,clear primary
test_30469,clear agriculture primary road
test_30470,partly_cloudy primary
test_30471,clear primary
test_30472,clear agriculture primary
test_30473,clear agriculture primary road
test_30474,cloudy
test_30475,clear primary
test_30476,clear agriculture primary road
test_30477,clear primary
test_30478,clear primary
test_30479,clear agriculture primary road
test_30480,clear agriculture habitation primary road
test_30481,clear primary
test_30482,clear primary
test_30483,clear primary
test_30484,cloudy
test_30485,clear agriculture primary
test_30486,agriculture primary haze
test_30487,clear primary
test_30488,clear primary
test_30489,primary
test_30490,clear agriculture primary
test_30491,clear agriculture primary
test_30492,partly_cloudy primary
test_30493,clear cultivation agriculture primary
test_30494,clear agriculture primary road
test_30495,clear primary
test_30496,primary haze
test_30497,primary haze
test_30498,clear agriculture primary
test_30499,clear agriculture primary road
test_30500,clear primary
test_30501,partly_cloudy primary
test_30502,clear primary road
test_30503,partly_cloudy primary
test_30504,clear primary
test_30505,water clear agriculture primary
test_30506,clear primary
test_30507,clear primary
test_30508,clear agriculture primary
test_30509,primary haze
test_30510,partly_cloudy primary
test_30511,water clear primary
test_30512,water clear primary
test_30513,partly_cloudy primary
test_30514,clear agriculture habitation primary road
test_30515,clear primary
test_30516,clear primary
test_30517,partly_cloudy primary
test_30518,partly_cloudy primary
test_30519,partly_cloudy primary
test_30520,agriculture partly_cloudy primary road
test_30521,clear primary
test_30522,clear primary
test_30523,partly_cloudy primary
test_30524,clear primary
test_30525,clear primary
test_30526,clear primary
test_30527,primary haze
test_30528,clear primary
test_30529,clear primary
test_30530,primary haze
test_30531,clear agriculture primary road
test_30532,clear primary
test_30533,clear primary
test_30534,clear primary
test_30535,primary haze
test_30536,clear primary
test_30537,primary haze
test_30538,partly_cloudy primary
test_30539,partly_cloudy primary
test_30540,clear primary
test_30541,clear agriculture primary road
test_30542,clear bare_ground primary
test_30543,clear agriculture primary
test_30544,primary
test_30545,cloudy
test_30546,cloudy
test_30547,clear agriculture primary
test_30548,partly_cloudy primary
test_30549,partly_cloudy primary
test_30550,partly_cloudy primary
test_30551,clear primary
test_30552,clear primary
test_30553,clear primary
test_30554,clear primary
test_30555,clear primary
test_30556,partly_cloudy primary
test_30557,clear agriculture primary road
test_30558,clear primary
test_30559,water clear primary
test_30560,clear primary
test_30561,clear primary
test_30562,clear agriculture habitation primary road
test_30563,partly_cloudy primary
test_30564,partly_cloudy primary
test_30565,clear primary
test_30566,primary
test_30567,clear primary
test_30568,partly_cloudy primary
test_30569,agriculture primary haze
test_30570,agriculture primary road
test_30571,cloudy
test_30572,clear primary
test_30573,clear agriculture primary
test_30574,primary haze
test_30575,partly_cloudy primary road
test_30576,clear primary
test_30577,clear primary
test_30578,clear cultivation agriculture primary
test_30579,water clear agriculture primary
test_30580,clear primary
test_30581,clear primary
test_30582,clear primary
test_30583,clear primary
test_30584,clear agriculture habitation primary road
test_30585,clear primary
test_30586,clear primary
test_30587,clear primary
test_30588,clear primary
test_30589,primary haze
test_30590,cloudy primary
test_30591,clear primary
test_30592,clear primary
test_30593,clear agriculture primary road
test_30594,agriculture partly_cloudy primary
test_30595,agriculture partly_cloudy primary
test_30596,clear agriculture primary
test_30597,clear agriculture primary
test_30598,partly_cloudy primary
test_30599,clear primary
test_30600,agriculture partly_cloudy primary
test_30601,clear primary
test_30602,clear primary
test_30603,primary haze
test_30604,water clear primary
test_30605,partly_cloudy primary
test_30606,clear primary
test_30607,clear cultivation agriculture primary
test_30608,clear primary
test_30609,clear agriculture primary road
test_30610,clear primary
test_30611,clear bare_ground primary
test_30612,clear primary
test_30613,clear primary
test_30614,agriculture partly_cloudy primary road
test_30615,partly_cloudy primary
test_30616,clear primary
test_30617,clear primary
test_30618,clear agriculture habitation primary road
test_30619,clear agriculture primary road
test_30620,agriculture partly_cloudy primary
test_30621,clear primary
test_30622,partly_cloudy primary
test_30623,agriculture partly_cloudy primary road
test_30624,clear primary
test_30625,clear primary
test_30626,clear primary
test_30627,clear primary
test_30628,clear primary
test_30629,clear primary
test_30630,clear primary
test_30631,agriculture partly_cloudy primary
test_30632,clear agriculture primary road
test_30633,water clear primary
test_30634,clear cultivation primary
test_30635,clear agriculture primary
test_30636,clear primary
test_30637,clear agriculture primary road
test_30638,clear primary
test_30639,clear primary
test_30640,clear agriculture habitation primary road
test_30641,clear primary
test_30642,clear primary
test_30643,clear agriculture primary road
test_30644,primary haze
test_30645,cloudy
test_30646,clear agriculture primary
test_30647,clear primary
test_30648,clear agriculture primary
test_30649,clear primary
test_30650,partly_cloudy primary
test_30651,water clear agriculture primary
test_30652,primary haze
test_30653,clear primary
test_30654,partly_cloudy primary
test_30655,clear primary
test_30656,clear agriculture primary road
test_30657,clear primary
test_30658,clear primary
test_30659,cloudy
test_30660,partly_cloudy primary
test_30661,clear primary
test_30662,clear primary
test_30663,clear primary
test_30664,clear primary
test_30665,partly_cloudy primary
test_30666,clear agriculture primary road
test_30667,clear primary
test_30668,clear primary
test_30669,water artisinal_mine clear primary road
test_30670,clear primary
test_30671,clear primary
test_30672,clear primary
test_30673,clear primary
test_30674,clear primary
test_30675,clear habitation primary road
test_30676,clear agriculture habitation primary
test_30677,partly_cloudy primary
test_30678,clear primary
test_30679,clear primary
test_30680,clear primary
test_30681,partly_cloudy primary
test_30682,clear primary
test_30683,clear primary
test_30684,clear cultivation agriculture primary
test_30685,water clear agriculture primary
test_30686,clear primary
test_30687,partly_cloudy primary
test_30688,primary
test_30689,clear agriculture primary
test_30690,clear primary
test_30691,clear primary
test_30692,clear primary
test_30693,primary haze
test_30694,clear primary
test_30695,clear primary
test_30696,cloudy
test_30697,clear cultivation agriculture primary
test_30698,clear primary
test_30699,water clear agriculture primary
test_30700,clear primary
test_30701,clear primary
test_30702,clear primary
test_30703,clear primary
test_30704,partly_cloudy primary
test_30705,agriculture primary road
test_30706,water artisinal_mine clear primary
test_30707,partly_cloudy primary
test_30708,partly_cloudy primary
test_30709,clear primary
test_30710,clear primary
test_30711,clear primary
test_30712,clear primary
test_30713,clear primary
test_30714,clear primary
test_30715,clear primary
test_30716,clear primary
test_30717,clear primary
test_30718,clear primary
test_30719,clear agriculture primary
test_30720,cloudy
test_30721,clear primary
test_30722,clear agriculture primary road
test_30723,clear primary
test_30724,clear primary
test_30725,partly_cloudy primary
test_30726,clear agriculture primary road
test_30727,primary haze
test_30728,partly_cloudy primary
test_30729,agriculture partly_cloudy primary road
test_30730,clear primary
test_30731,clear agriculture primary road
test_30732,clear agriculture primary
test_30733,clear primary
test_30734,clear primary
test_30735,clear agriculture primary road
test_30736,clear primary
test_30737,clear primary
test_30738,partly_cloudy primary
test_30739,primary
test_30740,clear agriculture habitation primary road
test_30741,clear primary
test_30742,partly_cloudy primary
test_30743,clear primary
test_30744,clear primary
test_30745,clear agriculture primary road
test_30746,primary haze
test_30747,cloudy
test_30748,primary haze
test_30749,clear cultivation agriculture primary
test_30750,cloudy
test_30751,clear primary
test_30752,cloudy
test_30753,clear primary
test_30754,clear primary
test_30755,clear agriculture primary
test_30756,clear agriculture primary
test_30757,clear agriculture primary
test_30758,clear agriculture primary road
test_30759,agriculture partly_cloudy primary
test_30760,partly_cloudy primary
test_30761,primary haze
test_30762,agriculture partly_cloudy primary
test_30763,clear agriculture primary
test_30764,clear primary
test_30765,clear primary
test_30766,water primary haze
test_30767,agriculture primary road
test_30768,clear primary
test_30769,clear primary
test_30770,clear agriculture primary
test_30771,water partly_cloudy primary
test_30772,clear primary
test_30773,agriculture partly_cloudy primary
test_30774,water clear primary
test_30775,clear agriculture primary
test_30776,clear agriculture primary road
test_30777,clear agriculture habitation primary road
test_30778,partly_cloudy primary
test_30779,clear primary
test_30780,clear primary
test_30781,primary haze
test_30782,clear primary
test_30783,agriculture primary
test_30784,clear primary
test_30785,cloudy
test_30786,clear agriculture primary
test_30787,clear agriculture habitation primary road
test_30788,clear agriculture primary
test_30789,partly_cloudy primary
test_30790,clear primary
test_30791,clear primary
test_30792,clear primary
test_30793,water clear primary
test_30794,clear agriculture habitation primary road
test_30795,partly_cloudy primary
test_30796,partly_cloudy primary
test_30797,clear primary
test_30798,water clear primary
test_30799,primary
test_30800,primary
test_30801,clear primary
test_30802,clear primary
test_30803,primary haze
test_30804,clear agriculture primary
test_30805,clear agriculture habitation primary road
test_30806,partly_cloudy primary
test_30807,clear primary
test_30808,water clear primary
test_30809,partly_cloudy primary
test_30810,clear primary
test_30811,partly_cloudy primary
test_30812,clear primary
test_30813,water clear primary
test_30814,clear agriculture primary road
test_30815,clear agriculture habitation primary road
test_30816,clear primary
test_30817,clear primary
test_30818,partly_cloudy primary
test_30819,clear primary
test_30820,agriculture partly_cloudy primary
test_30821,clear primary
test_30822,clear primary
test_30823,primary
test_30824,clear agriculture primary
test_30825,water clear primary
test_30826,partly_cloudy primary
test_30827,clear primary
test_30828,clear agriculture habitation primary road
test_30829,clear cultivation primary
test_30830,cloudy
test_30831,water clear primary
test_30832,clear primary
test_30833,clear primary
test_30834,clear agriculture primary road
test_30835,clear agriculture primary
test_30836,clear agriculture primary road
test_30837,clear primary
test_30838,clear primary
test_30839,clear primary
test_30840,clear primary
test_30841,clear primary
test_30842,agriculture partly_cloudy primary
test_30843,partly_cloudy primary
test_30844,partly_cloudy primary
test_30845,clear primary
test_30846,clear primary
test_30847,clear agriculture primary
test_30848,clear agriculture primary road
test_30849,partly_cloudy primary
test_30850,water clear primary
test_30851,clear primary
test_30852,clear primary
test_30853,clear primary
test_30854,clear agriculture primary road
test_30855,clear primary
test_30856,clear primary
test_30857,clear primary
test_30858,clear agriculture primary road
test_30859,clear primary
test_30860,clear primary
test_30861,clear primary
test_30862,clear agriculture primary
test_30863,clear primary
test_30864,clear agriculture primary
test_30865,clear primary
test_30866,clear primary
test_30867,clear cultivation agriculture primary
test_30868,clear agriculture primary
test_30869,partly_cloudy primary
test_30870,water clear primary
test_30871,clear agriculture habitation primary road
test_30872,clear agriculture habitation primary road
test_30873,clear primary
test_30874,clear primary
test_30875,cloudy primary
test_30876,clear agriculture primary road
test_30877,clear primary
test_30878,clear primary
test_30879,cloudy
test_30880,primary
test_30881,partly_cloudy primary
test_30882,clear primary
test_30883,clear agriculture primary road
test_30884,agriculture partly_cloudy primary road
test_30885,clear agriculture habitation primary road
test_30886,clear agriculture primary road
test_30887,clear agriculture primary
test_30888,clear agriculture primary road
test_30889,partly_cloudy primary
test_30890,clear agriculture habitation primary road
test_30891,clear agriculture primary road
test_30892,clear agriculture primary road
test_30893,clear primary
test_30894,clear agriculture primary road
test_30895,clear primary
test_30896,partly_cloudy primary
test_30897,agriculture primary road
test_30898,clear agriculture habitation primary road
test_30899,clear agriculture primary
test_30900,clear agriculture primary
test_30901,clear primary
test_30902,clear agriculture primary
test_30903,clear agriculture habitation primary road
test_30904,clear primary
test_30905,clear primary
test_30906,clear primary
test_30907,clear primary
test_30908,clear primary
test_30909,clear primary
test_30910,clear primary
test_30911,clear agriculture habitation primary road
test_30912,clear agriculture habitation primary road
test_30913,clear primary
test_30914,clear primary
test_30915,clear agriculture habitation primary road
test_30916,agriculture partly_cloudy primary road
test_30917,clear primary
test_30918,cloudy
test_30919,clear primary road
test_30920,clear primary
test_30921,clear primary
test_30922,clear primary
test_30923,clear primary
test_30924,clear primary
test_30925,agriculture partly_cloudy primary
test_30926,partly_cloudy primary road
test_30927,clear primary
test_30928,partly_cloudy primary
test_30929,clear agriculture primary road
test_30930,agriculture primary road
test_30931,clear agriculture primary
test_30932,cloudy
test_30933,agriculture partly_cloudy primary road
test_30934,clear cultivation habitation primary
test_30935,clear cultivation agriculture primary
test_30936,clear primary
test_30937,clear primary
test_30938,partly_cloudy primary
test_30939,agriculture primary road
test_30940,primary haze
test_30941,clear agriculture habitation primary road
test_30942,clear agriculture primary road
test_30943,water clear agriculture primary
test_30944,clear primary
test_30945,clear primary
test_30946,clear cultivation agriculture primary
test_30947,clear primary
test_30948,clear primary
test_30949,primary
test_30950,clear primary
test_30951,clear agriculture habitation primary road
test_30952,water clear primary
test_30953,clear cultivation primary
test_30954,clear primary
test_30955,primary
test_30956,clear primary
test_30957,clear primary
test_30958,clear cultivation agriculture primary
test_30959,clear primary
test_30960,clear primary
test_30961,clear agriculture primary road
test_30962,clear primary
test_30963,clear primary
test_30964,partly_cloudy primary
test_30965,water clear primary
test_30966,clear primary
test_30967,partly_cloudy primary
test_30968,agriculture habitation primary road
test_30969,clear agriculture primary
test_30970,agriculture primary road haze
test_30971,primary haze
test_30972,clear agriculture habitation primary road
test_30973,clear primary
test_30974,cloudy
test_30975,clear primary
test_30976,partly_cloudy primary
test_30977,clear primary
test_30978,cloudy
test_30979,clear primary
test_30980,clear primary
test_30981,partly_cloudy primary
test_30982,clear primary
test_30983,clear agriculture primary road
test_30984,clear primary
test_30985,clear primary
test_30986,clear primary
test_30987,agriculture partly_cloudy primary
test_30988,water clear primary
test_30989,clear primary
test_30990,partly_cloudy primary
test_30991,clear agriculture habitation primary road
test_30992,clear agriculture primary road
test_30993,clear primary
test_30994,clear primary
test_30995,clear agriculture primary
test_30996,clear habitation primary road
test_30997,clear primary
test_30998,partly_cloudy primary
test_30999,clear agriculture primary
test_31000,clear agriculture primary road
test_31001,primary haze
test_31002,clear primary
test_31003,clear primary
test_31004,primary haze
test_31005,water agriculture primary road
test_31006,clear primary
test_31007,clear primary
test_31008,clear primary
test_31009,clear primary
test_31010,clear primary
test_31011,clear agriculture primary road
test_31012,primary haze
test_31013,clear agriculture primary
test_31014,clear primary
test_31015,partly_cloudy primary
test_31016,agriculture partly_cloudy primary road
test_31017,partly_cloudy primary
test_31018,clear primary
test_31019,clear primary
test_31020,clear agriculture habitation primary road
test_31021,clear primary
test_31022,clear agriculture primary
test_31023,clear primary
test_31024,clear primary
test_31025,primary haze
test_31026,clear primary
test_31027,partly_cloudy primary
test_31028,clear primary
test_31029,clear primary
test_31030,cloudy
test_31031,cloudy
test_31032,agriculture primary
test_31033,clear cultivation agriculture primary
test_31034,agriculture partly_cloudy habitation primary road
test_31035,clear primary
test_31036,clear primary
test_31037,clear primary
test_31038,partly_cloudy primary
test_31039,clear agriculture primary road
test_31040,clear primary
test_31041,clear primary
test_31042,water clear agriculture primary
test_31043,partly_cloudy primary
test_31044,partly_cloudy primary
test_31045,partly_cloudy primary
test_31046,clear primary road
test_31047,clear primary
test_31048,partly_cloudy primary
test_31049,clear primary
test_31050,partly_cloudy primary
test_31051,clear agriculture primary road
test_31052,clear primary
test_31053,partly_cloudy primary
test_31054,clear primary
test_31055,clear agriculture primary
test_31056,partly_cloudy primary
test_31057,clear primary
test_31058,water clear primary
test_31059,water clear primary
test_31060,clear primary
test_31061,clear primary
test_31062,clear primary
test_31063,agriculture partly_cloudy primary
test_31064,clear cultivation agriculture primary
test_31065,clear primary
test_31066,primary haze
test_31067,cloudy
test_31068,water clear primary
test_31069,clear primary
test_31070,water clear primary
test_31071,clear agriculture primary
test_31072,clear primary
test_31073,clear primary
test_31074,primary
test_31075,cloudy
test_31076,agriculture primary road
test_31077,water artisinal_mine clear primary
test_31078,primary haze
test_31079,clear agriculture primary
test_31080,clear primary
test_31081,water clear primary road
test_31082,partly_cloudy primary
test_31083,clear primary
test_31084,partly_cloudy primary
test_31085,clear agriculture primary road
test_31086,clear primary
test_31087,water clear primary
test_31088,clear primary
test_31089,clear primary
test_31090,clear agriculture habitation primary road
test_31091,primary
test_31092,clear primary
test_31093,clear primary
test_31094,clear agriculture primary road
test_31095,partly_cloudy primary
test_31096,clear primary
test_31097,clear agriculture primary road
test_31098,clear primary
test_31099,clear primary
test_31100,clear primary
test_31101,clear agriculture habitation primary road
test_31102,clear primary
test_31103,agriculture primary haze
test_31104,clear agriculture primary
test_31105,cloudy
test_31106,clear primary
test_31107,partly_cloudy primary
test_31108,clear cultivation agriculture primary
test_31109,clear cultivation primary
test_31110,clear primary
test_31111,partly_cloudy primary
test_31112,primary haze
test_31113,clear agriculture primary
test_31114,clear primary
test_31115,agriculture partly_cloudy primary
test_31116,clear primary
test_31117,clear primary
test_31118,clear primary
test_31119,clear primary
test_31120,partly_cloudy primary
test_31121,cloudy primary
test_31122,partly_cloudy primary
test_31123,water clear primary
test_31124,clear primary
test_31125,clear agriculture primary road
test_31126,agriculture partly_cloudy primary road
test_31127,water clear primary
test_31128,clear agriculture primary road
test_31129,cloudy
test_31130,water agriculture partly_cloudy primary
test_31131,cloudy
test_31132,clear agriculture primary road
test_31133,clear primary
test_31134,partly_cloudy primary
test_31135,clear agriculture habitation primary road
test_31136,clear agriculture primary
test_31137,clear primary
test_31138,clear agriculture habitation primary road
test_31139,clear cultivation primary
test_31140,clear agriculture primary road
test_31141,water clear primary
test_31142,partly_cloudy primary
test_31143,partly_cloudy primary
test_31144,clear primary
test_31145,clear primary
test_31146,clear primary
test_31147,clear primary
test_31148,clear primary
test_31149,partly_cloudy primary
test_31150,partly_cloudy primary
test_31151,clear agriculture primary road
test_31152,water clear primary
test_31153,cloudy
test_31154,partly_cloudy primary
test_31155,clear primary
test_31156,clear agriculture primary
test_31157,clear agriculture primary road
test_31158,clear primary
test_31159,clear primary
test_31160,clear agriculture primary
test_31161,partly_cloudy primary
test_31162,clear agriculture primary road
test_31163,water clear primary
test_31164,water clear primary
test_31165,clear primary
test_31166,clear primary
test_31167,clear primary
test_31168,clear cultivation agriculture primary
test_31169,water artisinal_mine clear primary
test_31170,clear primary road
test_31171,agriculture partly_cloudy primary road
test_31172,agriculture primary
test_31173,clear primary
test_31174,clear primary
test_31175,clear agriculture primary
test_31176,clear primary
test_31177,clear agriculture primary road
test_31178,clear agriculture primary
test_31179,primary haze
test_31180,partly_cloudy primary
test_31181,clear primary
test_31182,clear cultivation agriculture primary
test_31183,cloudy
test_31184,clear primary
test_31185,cloudy
test_31186,clear agriculture primary
test_31187,clear primary
test_31188,clear primary
test_31189,partly_cloudy primary
test_31190,agriculture primary road
test_31191,agriculture partly_cloudy primary
test_31192,clear primary
test_31193,clear cultivation agriculture primary
test_31194,clear primary
test_31195,clear primary
test_31196,clear primary
test_31197,primary
test_31198,clear agriculture habitation primary road
test_31199,clear primary
test_31200,primary haze
test_31201,clear primary
test_31202,clear primary
test_31203,agriculture partly_cloudy primary
test_31204,clear primary
test_31205,clear agriculture habitation primary road
test_31206,clear primary
test_31207,agriculture partly_cloudy primary road
test_31208,primary haze
test_31209,clear primary
test_31210,clear primary
test_31211,water clear agriculture primary
test_31212,clear primary
test_31213,clear primary road
test_31214,clear primary
test_31215,clear primary
test_31216,clear primary
test_31217,clear primary
test_31218,clear agriculture primary
test_31219,partly_cloudy primary
test_31220,partly_cloudy primary
test_31221,water clear primary
test_31222,clear agriculture primary road
test_31223,clear agriculture primary
test_31224,partly_cloudy primary
test_31225,clear primary
test_31226,cloudy
test_31227,partly_cloudy primary
test_31228,clear primary
test_31229,partly_cloudy primary
test_31230,partly_cloudy primary
test_31231,water clear agriculture primary
test_31232,clear agriculture primary
test_31233,agriculture partly_cloudy primary
test_31234,clear primary
test_31235,agriculture partly_cloudy primary
test_31236,partly_cloudy primary
test_31237,clear primary
test_31238,clear primary
test_31239,clear primary
test_31240,clear primary
test_31241,clear agriculture primary
test_31242,clear primary
test_31243,clear agriculture habitation primary road
test_31244,partly_cloudy primary
test_31245,clear primary
test_31246,clear agriculture primary road
test_31247,clear primary
test_31248,clear primary
test_31249,clear primary
test_31250,primary haze
test_31251,clear primary
test_31252,clear primary
test_31253,primary haze
test_31254,primary haze
test_31255,clear agriculture primary
test_31256,water clear primary
test_31257,partly_cloudy primary
test_31258,clear primary
test_31259,clear primary road
test_31260,clear agriculture habitation primary road
test_31261,clear primary
test_31262,clear primary
test_31263,clear primary
test_31264,clear cultivation primary
test_31265,primary haze
test_31266,primary haze
test_31267,cloudy
test_31268,water clear primary
test_31269,clear primary
test_31270,partly_cloudy primary
test_31271,clear agriculture habitation primary road
test_31272,clear agriculture primary
test_31273,clear primary
test_31274,clear primary
test_31275,clear agriculture primary
test_31276,clear agriculture primary
test_31277,clear primary
test_31278,agriculture partly_cloudy primary road
test_31279,clear primary
test_31280,water clear primary
test_31281,clear agriculture primary
test_31282,clear agriculture primary road
test_31283,clear primary
test_31284,clear primary
test_31285,partly_cloudy primary
test_31286,clear primary
test_31287,clear primary
test_31288,partly_cloudy primary
test_31289,clear primary
test_31290,agriculture primary haze
test_31291,clear primary
test_31292,partly_cloudy primary
test_31293,partly_cloudy primary
test_31294,clear agriculture primary
test_31295,clear agriculture habitation primary road
test_31296,agriculture primary haze
test_31297,clear agriculture primary road
test_31298,clear agriculture primary road
test_31299,clear primary
test_31300,clear primary
test_31301,clear primary
test_31302,clear agriculture primary
test_31303,primary
test_31304,clear cultivation agriculture primary
test_31305,clear primary
test_31306,clear primary
test_31307,clear primary
test_31308,clear agriculture primary road
test_31309,partly_cloudy primary
test_31310,clear primary
test_31311,agriculture primary road
test_31312,clear agriculture primary road
test_31313,clear agriculture primary road
test_31314,clear primary
test_31315,clear primary
test_31316,clear primary
test_31317,clear agriculture habitation primary road
test_31318,clear primary
test_31319,clear primary
test_31320,clear primary
test_31321,partly_cloudy primary
test_31322,clear primary
test_31323,clear primary
test_31324,clear primary
test_31325,clear agriculture primary road
test_31326,clear primary
test_31327,partly_cloudy primary
test_31328,clear primary
test_31329,clear primary
test_31330,clear primary
test_31331,clear primary
test_31332,water clear primary
test_31333,primary haze
test_31334,clear primary
test_31335,agriculture partly_cloudy primary
test_31336,clear primary
test_31337,clear agriculture primary road
test_31338,water clear agriculture habitation primary
test_31339,agriculture partly_cloudy primary road
test_31340,clear primary
test_31341,primary haze
test_31342,clear primary
test_31343,clear primary
test_31344,clear primary
test_31345,primary
test_31346,clear primary
test_31347,cloudy
test_31348,clear primary
test_31349,clear agriculture habitation primary road
test_31350,cloudy
test_31351,clear agriculture primary
test_31352,cloudy
test_31353,cloudy
test_31354,clear habitation primary road
test_31355,clear primary
test_31356,agriculture primary
test_31357,clear primary
test_31358,clear agriculture primary
test_31359,clear agriculture primary road
test_31360,clear primary
test_31361,clear primary
test_31362,clear primary
test_31363,primary haze
test_31364,clear agriculture primary
test_31365,primary haze
test_31366,clear primary
test_31367,clear primary
test_31368,clear agriculture primary road
test_31369,clear habitation primary road
test_31370,clear primary
test_31371,water clear agriculture primary
test_31372,partly_cloudy primary
test_31373,clear primary
test_31374,clear cultivation agriculture primary
test_31375,clear agriculture primary
test_31376,partly_cloudy primary
test_31377,clear cultivation agriculture primary
test_31378,agriculture partly_cloudy primary road
test_31379,agriculture partly_cloudy primary road
test_31380,clear primary
test_31381,cloudy
test_31382,clear agriculture primary road
test_31383,clear primary
test_31384,primary haze
test_31385,primary haze
test_31386,clear agriculture primary road
test_31387,partly_cloudy primary
test_31388,clear agriculture primary road
test_31389,clear primary
test_31390,clear agriculture primary
test_31391,primary haze
test_31392,clear agriculture primary
test_31393,clear agriculture primary
test_31394,clear primary
test_31395,clear primary
test_31396,clear agriculture primary road
test_31397,partly_cloudy primary
test_31398,clear cultivation primary
test_31399,clear primary
test_31400,clear agriculture primary
test_31401,clear primary
test_31402,clear agriculture primary road
test_31403,clear primary
test_31404,agriculture partly_cloudy primary road
test_31405,clear agriculture primary
test_31406,clear primary
test_31407,clear primary
test_31408,cloudy primary
test_31409,clear agriculture primary road
test_31410,clear agriculture primary
test_31411,clear primary
test_31412,water clear primary
test_31413,clear primary
test_31414,clear primary
test_31415,primary haze
test_31416,partly_cloudy primary
test_31417,partly_cloudy primary
test_31418,primary haze
test_31419,clear agriculture primary
test_31420,water clear agriculture primary road
test_31421,water clear primary
test_31422,clear cultivation primary
test_31423,clear agriculture primary
test_31424,clear primary
test_31425,clear primary
test_31426,clear agriculture primary road
test_31427,partly_cloudy primary
test_31428,clear primary
test_31429,clear cultivation primary
test_31430,agriculture partly_cloudy primary
test_31431,clear agriculture primary road
test_31432,clear agriculture primary road
test_31433,clear primary
test_31434,clear cultivation primary
test_31435,cloudy
test_31436,clear agriculture primary road
test_31437,clear primary
test_31438,clear primary
test_31439,clear primary
test_31440,clear primary
test_31441,primary
test_31442,clear agriculture primary road
test_31443,clear primary
test_31444,clear cultivation primary
test_31445,clear primary
test_31446,clear primary
test_31447,primary haze
test_31448,clear agriculture primary road
test_31449,clear agriculture primary
test_31450,partly_cloudy primary
test_31451,primary haze
test_31452,clear agriculture habitation primary road
test_31453,clear primary
test_31454,clear primary
test_31455,clear primary
test_31456,clear primary
test_31457,agriculture partly_cloudy primary
test_31458,clear primary
test_31459,clear primary
test_31460,clear agriculture primary
test_31461,clear primary
test_31462,clear agriculture habitation primary road
test_31463,clear primary
test_31464,clear cultivation agriculture primary
test_31465,clear primary
test_31466,partly_cloudy primary
test_31467,primary haze
test_31468,clear agriculture habitation primary road
test_31469,partly_cloudy primary
test_31470,clear primary
test_31471,clear primary
test_31472,clear primary
test_31473,clear primary
test_31474,primary haze
test_31475,clear primary
test_31476,cloudy
test_31477,primary haze
test_31478,clear primary
test_31479,primary haze
test_31480,clear cultivation agriculture primary
test_31481,clear agriculture primary road
test_31482,clear cultivation agriculture primary
test_31483,clear primary
test_31484,clear primary
test_31485,clear primary
test_31486,water clear agriculture primary
test_31487,primary
test_31488,clear agriculture primary
test_31489,partly_cloudy primary
test_31490,clear primary
test_31491,cloudy
test_31492,clear agriculture habitation primary road
test_31493,clear agriculture habitation primary road
test_31494,water artisinal_mine clear primary
test_31495,cloudy
test_31496,water clear primary
test_31497,clear primary
test_31498,clear primary
test_31499,partly_cloudy primary
test_31500,clear primary
test_31501,clear agriculture primary
test_31502,clear agriculture primary road
test_31503,water clear primary
test_31504,clear agriculture primary road
test_31505,clear primary
test_31506,clear agriculture primary
test_31507,clear primary
test_31508,clear agriculture primary road
test_31509,partly_cloudy primary
test_31510,clear primary
test_31511,partly_cloudy primary
test_31512,clear agriculture primary
test_31513,clear primary
test_31514,clear primary
test_31515,clear primary
test_31516,clear cultivation agriculture primary
test_31517,partly_cloudy primary
test_31518,clear agriculture primary road
test_31519,clear primary
test_31520,clear primary
test_31521,clear primary
test_31522,clear agriculture primary road
test_31523,clear primary
test_31524,partly_cloudy primary
test_31525,clear primary
test_31526,agriculture primary
test_31527,clear primary
test_31528,clear primary
test_31529,clear primary
test_31530,clear agriculture primary
test_31531,partly_cloudy primary
test_31532,clear primary
test_31533,primary
test_31534,cloudy water primary
test_31535,clear primary
test_31536,cloudy
test_31537,clear agriculture primary
test_31538,clear primary
test_31539,clear primary
test_31540,partly_cloudy primary
test_31541,primary
test_31542,agriculture partly_cloudy primary
test_31543,clear primary
test_31544,clear agriculture primary
test_31545,clear primary
test_31546,cloudy
test_31547,partly_cloudy primary
test_31548,clear primary
test_31549,clear primary
test_31550,primary haze
test_31551,partly_cloudy primary
test_31552,clear primary
test_31553,clear primary
test_31554,primary haze
test_31555,clear primary
test_31556,clear primary
test_31557,clear primary
test_31558,clear agriculture habitation primary
test_31559,clear agriculture primary road
test_31560,cloudy
test_31561,water clear primary
test_31562,clear primary
test_31563,partly_cloudy primary
test_31564,clear agriculture primary road
test_31565,clear agriculture primary
test_31566,cloudy primary
test_31567,clear primary
test_31568,clear agriculture primary road
test_31569,clear primary
test_31570,clear primary
test_31571,clear primary
test_31572,clear primary
test_31573,clear primary
test_31574,primary haze
test_31575,clear cultivation primary
test_31576,clear primary
test_31577,clear agriculture primary
test_31578,partly_cloudy primary
test_31579,clear primary
test_31580,water clear primary road
test_31581,primary haze
test_31582,agriculture partly_cloudy primary
test_31583,partly_cloudy primary
test_31584,clear primary
test_31585,clear primary
test_31586,partly_cloudy primary
test_31587,clear agriculture primary road
test_31588,clear agriculture primary
test_31589,partly_cloudy primary
